customer_id,age,occupation,income,pep,kyc_risk_score,branch
CUST001158,34,Farmer,13544,0,35,Pune
CUST001159,25,Professional,16539,0,37,Indore
CUST001160,70,Business,12385,0,53,Nagpur
CUST001161,66,Professional,48277,0,15,Mumbai
CUST001162,25,Professional,17509,0,68,Mumbai
CUST001163,50,Business,24554,0,73,Nagpur
CUST001164,51,Salaried,39244,0,80,Indore
CUST001165,71,Farmer,12004,0,71,Mumbai
CUST001166,67,Business,8586,0,32,Pune
CUST001167,24,Professional,12413,0,51,Mumbai
CUST001168,74,Professional,26470,0,63,Mumbai
CUST001169,62,Business,25223,0,45,Indore
CUST001170,39,Student,28949,0,67,Pune
CUST001171,26,Professional,20491,0,75,Bhopal
CUST001172,71,Farmer,3995,0,50,Mumbai
CUST001173,58,Business,20050,0,35,Pune
CUST001174,57,Student,43294,0,54,Pune
CUST001175,63,Business,52328,0,74,Mumbai
CUST001176,62,Student,23436,0,24,Bhopal
CUST001177,53,Professional,25288,0,63,Mumbai
CUST001178,36,Professional,33895,0,11,Mumbai
CUST001179,24,Salaried,51160,0,58,Pune
CUST001180,21,Salaried,22034,0,35,Bhopal
CUST001181,66,Business,33551,0,46,Bhopal
CUST001182,27,Salaried,14982,0,47,Pune
CUST001183,66,Farmer,9372,0,14,Bhopal
CUST001184,70,Professional,16038,0,23,Mumbai
CUST001185,73,Farmer,60884,0,38,Mumbai
CUST001186,42,Business,34048,0,75,Bhopal
CUST001187,62,Salaried,9925,0,58,Indore
CUST001188,44,Student,35218,0,80,Nagpur
CUST001189,18,Student,10401,0,35,Mumbai
CUST001190,73,Professional,28666,0,38,Bhopal
CUST001191,66,Farmer,11714,0,79,Mumbai
CUST001192,30,Business,9579,0,47,Indore
CUST001193,29,Salaried,69554,0,33,Pune
CUST001194,65,Farmer,17500,0,25,Indore
CUST001195,20,Professional,33598,0,45,Mumbai
CUST001196,34,Business,22666,0,30,Mumbai
CUST001197,72,Student,10921,0,10,Bhopal
CUST001198,47,Business,18769,0,15,Pune
CUST001199,38,Farmer,10981,0,16,Mumbai
CUST001200,71,Student,119232,0,72,Mumbai
CUST001201,53,Student,38147,0,19,Bhopal
CUST001202,51,Business,22375,0,33,Mumbai
CUST001203,22,Farmer,32305,0,30,Indore
CUST001204,52,Farmer,36343,0,61,Nagpur
CUST001205,40,Business,36414,0,37,Bhopal
CUST001206,39,Student,35277,0,47,Pune
CUST001207,66,Farmer,33331,0,77,Indore
CUST001208,53,Salaried,23654,0,24,Bhopal
CUST001209,46,Business,65141,0,41,Nagpur
CUST001210,61,Student,24719,0,58,Nagpur
CUST001211,42,Student,22825,0,79,Bhopal
CUST001212,19,Farmer,24868,0,57,Mumbai
CUST001213,69,Farmer,26128,0,67,Indore
CUST001214,20,Student,7182,0,34,Bhopal
CUST001215,50,Salaried,12333,0,22,Pune
CUST001216,67,Farmer,20490,0,78,Nagpur
CUST001217,58,Salaried,6972,0,36,Pune
CUST001218,73,Professional,22350,0,23,Pune
CUST001219,52,Professional,25886,0,19,Pune
CUST001220,19,Professional,9116,0,52,Nagpur
CUST001221,23,Salaried,14307,0,16,Pune
CUST001222,68,Student,54022,0,19,Mumbai
CUST001223,70,Business,32545,0,43,Indore
CUST001224,42,Professional,31218,0,61,Indore
CUST001225,38,Salaried,48927,0,59,Nagpur
CUST001226,52,Salaried,12486,0,18,Mumbai
CUST001227,20,Salaried,9133,0,55,Mumbai
CUST001228,24,Student,43964,0,48,Mumbai
CUST001229,23,Student,20885,0,66,Indore
CUST001230,43,Salaried,12275,0,70,Pune
CUST001231,52,Business,95099,0,27,Indore
CUST001232,68,Farmer,7148,0,47,Pune
CUST001233,37,Student,25067,0,11,Mumbai
CUST001234,73,Farmer,19282,0,28,Nagpur
CUST001235,20,Salaried,17150,0,60,Mumbai
CUST001236,53,Salaried,4683,0,49,Pune
CUST001237,65,Student,64434,0,37,Indore
CUST001238,75,Farmer,8129,0,28,Pune
CUST001239,29,Business,18275,0,42,Pune
CUST001240,25,Business,16309,0,16,Mumbai
CUST001241,47,Farmer,33255,0,19,Bhopal
CUST001242,60,Salaried,7196,0,42,Nagpur
CUST001243,30,Farmer,30440,0,72,Bhopal
CUST001244,40,Business,25154,1,40,Nagpur
CUST001245,36,Farmer,13857,0,18,Pune
CUST001246,38,Professional,29676,0,67,Bhopal
CUST001247,57,Student,22323,0,29,Mumbai
CUST001248,54,Student,77889,0,50,Indore
CUST001249,28,Salaried,19271,0,50,Pune
CUST001250,68,Business,11276,0,65,Bhopal
CUST001251,71,Student,30659,0,27,Bhopal
CUST001252,74,Professional,17691,0,69,Indore
CUST001253,40,Student,22015,0,72,Mumbai
CUST001254,24,Business,9179,0,20,Bhopal
CUST001255,72,Business,33629,0,78,Pune
CUST001256,34,Salaried,15850,0,19,Nagpur
CUST001257,72,Farmer,26532,0,13,Mumbai
CUST001258,55,Professional,95779,0,37,Nagpur
CUST001259,53,Student,18528,0,79,Mumbai
CUST001260,48,Business,37083,1,56,Indore
CUST001261,32,Farmer,19402,0,47,Pune
CUST001262,47,Farmer,13980,0,75,Nagpur
CUST001263,43,Student,55543,0,74,Nagpur
CUST001264,60,Business,5963,0,31,Mumbai
CUST001265,26,Professional,44589,0,30,Pune
CUST001266,54,Farmer,5546,0,28,Indore
CUST001267,40,Salaried,41143,0,38,Indore
CUST001268,32,Salaried,22247,0,43,Bhopal
CUST001269,32,Salaried,11296,0,36,Mumbai
CUST001270,68,Student,16565,0,59,Indore
CUST001271,47,Salaried,35611,0,15,Bhopal
CUST001272,24,Farmer,87860,0,45,Bhopal
CUST001273,55,Farmer,7368,0,32,Indore
CUST001274,59,Professional,11741,0,56,Mumbai
CUST001275,59,Salaried,8680,0,76,Bhopal
CUST001276,42,Business,19295,0,76,Indore
CUST001277,40,Student,41988,0,72,Indore
CUST001278,74,Farmer,7975,0,10,Mumbai
CUST001279,74,Business,21840,0,66,Pune
CUST001280,32,Salaried,40979,0,75,Bhopal
CUST001281,31,Business,16407,0,33,Pune
CUST001282,41,Farmer,3558,0,25,Pune
CUST001283,44,Student,25317,0,24,Indore
CUST001284,61,Professional,52315,0,71,Pune
CUST001285,55,Business,10407,0,62,Nagpur
CUST001286,33,Salaried,6342,0,26,Mumbai
CUST001287,55,Business,27549,0,27,Mumbai
CUST001288,20,Farmer,28095,0,28,Nagpur
CUST001289,28,Student,15661,0,33,Mumbai
CUST001290,43,Farmer,13725,0,12,Bhopal
CUST001291,23,Business,22559,0,67,Mumbai
CUST001292,48,Professional,10290,0,31,Pune
CUST001293,71,Professional,10300,0,28,Mumbai
CUST001294,70,Business,35438,0,75,Bhopal
CUST001295,28,Student,9856,0,68,Mumbai
CUST001296,55,Salaried,6580,0,39,Indore
CUST001297,42,Business,13707,0,23,Nagpur
CUST001298,30,Farmer,15913,0,74,Indore
CUST001299,70,Business,30437,0,22,Pune
CUST001300,48,Farmer,14497,0,14,Mumbai
CUST001301,50,Salaried,59614,0,21,Indore
CUST001302,60,Business,23382,0,79,Nagpur
CUST001303,75,Professional,12509,0,76,Indore
CUST001304,41,Salaried,29521,0,77,Indore
CUST001305,32,Professional,58754,0,58,Bhopal
CUST001306,55,Farmer,34728,0,22,Indore
CUST001307,26,Student,7691,0,71,Pune
CUST001308,72,Salaried,16835,0,46,Mumbai
CUST001309,74,Farmer,26242,0,62,Bhopal
CUST001310,30,Salaried,33681,0,10,Mumbai
CUST001311,51,Salaried,19375,0,76,Nagpur
CUST001312,42,Business,17597,0,50,Indore
CUST001313,41,Salaried,77392,0,29,Indore
CUST001314,59,Farmer,35106,0,42,Bhopal
CUST001315,72,Farmer,29587,0,64,Mumbai
CUST001316,41,Farmer,14901,0,45,Indore
CUST001317,66,Business,10197,0,62,Mumbai
CUST001318,68,Farmer,29960,0,71,Pune
CUST001319,41,Farmer,37996,0,71,Bhopal
CUST001320,37,Farmer,21940,0,54,Indore
CUST001321,65,Business,35175,0,25,Pune
CUST001322,46,Business,35842,0,22,Pune
CUST001323,50,Professional,39909,0,53,Mumbai
CUST001324,57,Salaried,7612,0,30,Indore
CUST001325,58,Salaried,17155,0,21,Pune
CUST001326,48,Farmer,31271,0,65,Nagpur
CUST001327,22,Student,22807,0,38,Bhopal
CUST001328,23,Farmer,35924,0,14,Indore
CUST001329,43,Farmer,29574,0,76,Bhopal
CUST001330,63,Farmer,4878,0,17,Pune
CUST001331,58,Professional,47477,0,66,Nagpur
CUST001332,30,Farmer,15753,0,46,Pune
CUST001333,20,Farmer,12040,0,75,Mumbai
CUST001334,62,Business,46256,0,31,Nagpur
CUST001335,41,Business,33924,0,10,Pune
CUST001336,23,Student,51449,0,61,Bhopal
CUST001337,60,Professional,26446,0,61,Mumbai
CUST001338,30,Farmer,17009,0,11,Nagpur
CUST001339,23,Farmer,24352,0,46,Mumbai
CUST001340,55,Student,10715,0,54,Bhopal
CUST001341,32,Farmer,8545,0,34,Indore
CUST001342,43,Farmer,14178,0,10,Bhopal
CUST001343,29,Professional,64447,0,74,Nagpur
CUST001344,53,Salaried,15137,0,74,Bhopal
CUST001345,39,Salaried,6666,0,75,Bhopal
CUST001346,74,Farmer,19749,0,42,Indore
CUST001347,42,Farmer,15005,0,71,Pune
CUST001348,66,Student,48154,0,68,Indore
CUST001349,75,Farmer,60715,0,13,Indore
CUST001350,25,Student,16491,0,18,Indore
CUST001351,58,Business,26428,0,39,Bhopal
CUST001352,44,Student,28019,0,76,Mumbai
CUST001353,18,Student,21288,0,41,Bhopal
CUST001354,23,Professional,18745,0,53,Nagpur
CUST001355,53,Business,11533,0,70,Bhopal
CUST001356,40,Business,6049,0,44,Pune
CUST001357,65,Business,11491,0,73,Pune
CUST001358,33,Business,20776,0,43,Pune
CUST001359,32,Business,7984,0,41,Mumbai
CUST001360,40,Business,25465,0,23,Nagpur
CUST001361,23,Professional,23122,0,10,Mumbai
CUST001362,20,Professional,15022,0,57,Mumbai
CUST001363,38,Professional,18212,0,45,Indore
CUST001364,29,Farmer,8868,0,45,Indore
CUST001365,32,Farmer,39372,0,26,Nagpur
CUST001366,51,Professional,38869,0,71,Mumbai
CUST001367,20,Farmer,9859,0,54,Indore
CUST001368,73,Business,10038,0,68,Nagpur
CUST001369,62,Farmer,11588,0,68,Bhopal
CUST001370,62,Salaried,32403,0,11,Pune
CUST001371,42,Farmer,27956,0,22,Bhopal
CUST001372,41,Farmer,45849,0,43,Pune
CUST001373,53,Student,49946,0,40,Bhopal
CUST001374,48,Farmer,7541,0,53,Bhopal
CUST001375,29,Professional,31570,0,64,Pune
CUST001376,44,Student,48389,0,56,Indore
CUST001377,35,Professional,17433,0,33,Mumbai
CUST001378,26,Farmer,21666,0,39,Nagpur
CUST001379,64,Student,19495,0,40,Mumbai
CUST001380,45,Professional,20089,0,35,Pune
CUST001381,69,Business,39270,0,70,Nagpur
CUST001382,29,Professional,74959,0,73,Pune
CUST001383,75,Farmer,57931,0,78,Bhopal
CUST001384,68,Professional,15489,0,48,Bhopal
CUST001385,53,Farmer,26487,0,16,Indore
CUST001386,24,Business,12725,0,17,Pune
CUST001387,70,Student,13583,0,70,Nagpur
CUST001388,46,Student,21014,0,43,Bhopal
CUST001389,41,Farmer,13345,0,42,Bhopal
CUST001390,19,Professional,14675,0,25,Bhopal
CUST001391,73,Farmer,26045,0,35,Mumbai
CUST001392,54,Farmer,31250,0,32,Bhopal
CUST001393,40,Student,30650,0,75,Indore
CUST001394,67,Professional,30871,0,20,Indore
CUST001395,57,Student,9261,0,69,Pune
CUST001396,73,Business,12909,0,53,Indore
CUST001397,58,Farmer,22619,0,61,Nagpur
CUST001398,23,Business,46680,0,53,Pune
CUST001399,38,Student,115232,0,47,Bhopal
CUST001400,56,Professional,27246,0,44,Indore
CUST001401,67,Student,36500,0,76,Indore
CUST001402,44,Business,8629,0,33,Nagpur
CUST001403,26,Business,35776,0,42,Nagpur
CUST001404,31,Business,88854,0,60,Nagpur
CUST001405,24,Salaried,12878,0,70,Mumbai
CUST001406,21,Salaried,14992,0,60,Mumbai
CUST001407,66,Salaried,40203,0,23,Bhopal
CUST001408,57,Business,22421,0,20,Indore
CUST001409,37,Business,5745,0,41,Bhopal
CUST001410,46,Business,15596,0,26,Mumbai
CUST001411,71,Business,60508,0,13,Nagpur
CUST001412,60,Student,18119,0,51,Indore
CUST001413,47,Farmer,18109,0,44,Mumbai
CUST001414,46,Business,38302,0,79,Pune
CUST001415,55,Farmer,27946,0,68,Mumbai
CUST001416,45,Farmer,17467,0,78,Bhopal
CUST001417,40,Professional,14348,0,79,Pune
CUST001418,69,Salaried,173575,0,66,Bhopal
CUST001419,41,Professional,52642,0,43,Pune
CUST001420,37,Salaried,30862,0,10,Mumbai
CUST001421,70,Business,32308,0,54,Bhopal
CUST001422,48,Farmer,20174,0,11,Indore
CUST001423,66,Professional,27709,0,48,Nagpur
CUST001424,67,Professional,18753,0,47,Mumbai
CUST001425,32,Salaried,12137,0,80,Bhopal
CUST001426,30,Professional,28487,0,65,Indore
CUST001427,33,Business,17686,0,59,Indore
CUST001428,32,Student,29556,0,20,Indore
CUST001429,58,Business,33684,0,76,Mumbai
CUST001430,69,Student,30685,0,46,Mumbai
CUST001431,69,Student,11516,0,62,Pune
CUST001432,72,Salaried,16446,0,33,Pune
CUST001433,36,Salaried,17915,0,68,Mumbai
CUST001434,46,Student,43611,0,72,Pune
CUST001435,38,Salaried,41894,0,29,Nagpur
CUST001436,52,Salaried,13403,0,33,Nagpur
CUST001437,36,Student,9127,0,26,Indore
CUST001438,64,Salaried,120415,0,39,Nagpur
CUST001439,27,Salaried,29824,0,73,Pune
CUST001440,39,Professional,8397,0,49,Indore
CUST001441,41,Professional,14833,0,14,Bhopal
CUST001442,23,Business,45024,0,17,Bhopal
CUST001443,67,Professional,95026,0,19,Mumbai
CUST001444,48,Business,81607,0,34,Bhopal
CUST001445,70,Professional,28932,0,11,Nagpur
CUST001446,67,Business,3480,0,59,Indore
CUST001447,33,Salaried,22078,0,35,Indore
CUST001448,65,Salaried,10832,0,76,Pune
CUST001449,48,Professional,23388,0,49,Bhopal
CUST001450,28,Salaried,11769,0,80,Mumbai
CUST001451,25,Student,16553,0,71,Bhopal
CUST001452,30,Student,40171,0,16,Pune
CUST001453,25,Business,18690,0,65,Bhopal
CUST001454,18,Business,17858,0,45,Mumbai
CUST001455,25,Professional,21265,0,41,Nagpur
CUST001456,20,Farmer,137937,0,70,Mumbai
CUST001457,27,Student,10113,0,21,Pune
CUST001458,28,Professional,26807,0,21,Mumbai
CUST001459,39,Salaried,75435,0,17,Bhopal
CUST001460,59,Business,21222,0,78,Nagpur
CUST001461,26,Professional,51870,0,39,Bhopal
CUST001462,53,Student,8747,0,66,Pune
CUST001463,19,Professional,19108,0,55,Pune
CUST001464,34,Salaried,12581,0,72,Indore
CUST001465,53,Student,21068,0,79,Indore
CUST001466,30,Farmer,21375,0,33,Mumbai
CUST001467,40,Student,22939,0,69,Bhopal
CUST001468,73,Farmer,39890,0,80,Pune
CUST001469,22,Farmer,4569,0,29,Indore
CUST001470,36,Student,14404,0,79,Bhopal
CUST001471,47,Salaried,25537,0,74,Indore
CUST001472,64,Business,5921,0,12,Mumbai
CUST001473,72,Student,33989,0,40,Bhopal
CUST001474,64,Salaried,14227,0,78,Indore
CUST001475,30,Farmer,19357,0,73,Mumbai
CUST001476,27,Farmer,41272,0,46,Bhopal
CUST001477,44,Student,53766,0,24,Nagpur
CUST001478,51,Salaried,34754,0,15,Pune
CUST001479,29,Salaried,9933,0,35,Nagpur
CUST001480,49,Business,33495,0,22,Nagpur
CUST001481,54,Professional,35166,0,72,Mumbai
CUST001482,57,Farmer,30336,0,42,Nagpur
CUST001483,41,Business,61027,0,19,Nagpur
CUST001484,31,Professional,23357,0,20,Indore
CUST001485,69,Salaried,59119,0,56,Mumbai
CUST001486,65,Professional,58827,0,57,Nagpur
CUST001487,70,Farmer,35901,0,44,Mumbai
CUST001488,20,Salaried,27108,0,48,Nagpur
CUST001489,31,Farmer,30461,0,22,Nagpur
CUST001490,64,Business,72400,0,78,Indore
CUST001491,30,Business,46633,0,77,Pune
CUST001492,54,Business,10691,0,63,Nagpur
CUST001493,67,Farmer,29101,0,55,Indore
CUST001494,62,Professional,12169,0,23,Pune
CUST001495,68,Business,13954,0,80,Indore
CUST001496,50,Student,16994,0,30,Mumbai
CUST001497,56,Professional,8234,0,55,Bhopal
CUST001498,53,Student,11667,0,57,Indore
CUST001499,66,Professional,63799,0,51,Mumbai
CUST001500,33,Farmer,13898,0,79,Pune
CUST001501,42,Farmer,40061,0,42,Bhopal
CUST001502,46,Professional,24841,0,60,Nagpur
CUST001503,64,Salaried,32444,0,46,Mumbai
CUST001504,19,Farmer,33458,0,27,Bhopal
CUST001505,18,Student,11340,0,38,Pune
CUST001506,72,Student,39883,0,12,Bhopal
CUST001507,53,Farmer,9295,0,29,Nagpur
CUST001508,20,Professional,13524,0,55,Pune
CUST001509,26,Student,33104,0,56,Mumbai
CUST001510,33,Business,10872,0,42,Bhopal
CUST001511,23,Farmer,5575,0,61,Mumbai
CUST001512,31,Salaried,28134,0,51,Indore
CUST001513,29,Professional,7366,0,22,Mumbai
CUST001514,59,Student,35433,0,14,Mumbai
CUST001515,42,Salaried,17828,0,17,Bhopal
CUST001516,40,Professional,27848,0,63,Nagpur
CUST001517,73,Business,27482,0,11,Indore
CUST001518,21,Student,37412,0,77,Nagpur
CUST001519,38,Farmer,33817,1,29,Bhopal
CUST001520,50,Business,10811,0,29,Nagpur
CUST001521,61,Professional,18567,0,67,Mumbai
CUST001522,54,Farmer,27825,0,21,Pune
CUST001523,45,Student,59991,0,60,Pune
CUST001524,26,Student,34045,0,20,Indore
CUST001525,54,Salaried,55840,0,80,Indore
CUST001526,34,Salaried,28875,0,61,Mumbai
CUST001527,45,Business,47272,0,27,Indore
CUST001528,53,Business,26226,0,72,Indore
CUST001529,59,Farmer,45778,1,35,Mumbai
CUST001530,57,Farmer,17223,0,41,Pune
CUST001531,22,Student,65800,0,65,Bhopal
CUST001532,61,Farmer,31254,0,21,Nagpur
CUST001533,60,Professional,8270,0,64,Bhopal
CUST001534,40,Business,28491,0,51,Bhopal
CUST001535,56,Salaried,5064,1,49,Pune
CUST001536,40,Farmer,34127,0,66,Mumbai
CUST001537,27,Professional,40931,0,15,Pune
CUST001538,30,Student,86500,0,29,Nagpur
CUST001539,25,Salaried,15459,0,41,Mumbai
CUST001540,27,Student,87012,0,11,Bhopal
CUST001541,62,Salaried,22083,0,49,Indore
CUST001542,48,Salaried,13098,0,52,Pune
CUST001543,65,Farmer,15682,0,37,Pune
CUST001544,52,Farmer,32663,0,43,Mumbai
CUST001545,48,Farmer,11898,0,28,Nagpur
CUST001546,42,Farmer,17420,0,77,Nagpur
CUST001547,34,Business,27990,0,17,Bhopal
CUST001548,30,Farmer,65376,0,44,Nagpur
CUST001549,47,Salaried,40045,0,18,Indore
CUST001550,60,Student,22707,0,56,Nagpur
CUST001551,19,Student,32555,0,59,Pune
CUST001552,42,Farmer,26080,0,22,Bhopal
CUST001553,49,Farmer,9840,0,78,Nagpur
CUST001554,29,Business,75269,0,74,Indore
CUST001555,53,Salaried,66244,0,15,Pune
CUST001556,51,Student,20915,0,52,Indore
CUST001557,43,Business,16056,0,12,Bhopal
CUST001558,61,Student,9982,0,55,Bhopal
CUST001559,33,Farmer,34060,0,45,Nagpur
CUST001560,58,Student,34223,0,59,Nagpur
CUST001561,53,Student,12543,0,38,Pune
CUST001562,39,Professional,26297,0,27,Nagpur
CUST001563,64,Professional,39114,0,76,Mumbai
CUST001564,73,Business,15344,0,63,Pune
CUST001565,54,Business,19196,0,64,Bhopal
CUST001566,56,Student,19070,0,67,Mumbai
CUST001567,26,Business,13061,0,27,Mumbai
CUST001568,52,Business,19462,0,27,Bhopal
CUST001569,62,Farmer,7449,0,27,Indore
CUST001570,67,Business,18410,0,30,Bhopal
CUST001571,22,Farmer,18600,0,78,Nagpur
CUST001572,29,Student,21094,0,28,Nagpur
CUST001573,66,Student,30810,0,62,Indore
CUST001574,37,Professional,9487,0,45,Pune
CUST001575,67,Business,10620,0,23,Pune
CUST001576,29,Salaried,12848,0,44,Mumbai
CUST001577,54,Farmer,8890,0,39,Mumbai
CUST001578,32,Business,33406,0,13,Bhopal
CUST001579,23,Professional,14910,0,27,Mumbai
CUST001580,72,Farmer,21547,0,70,Bhopal
CUST001581,29,Professional,12162,0,72,Indore
CUST001582,26,Business,17124,0,34,Pune
CUST001583,20,Professional,27194,0,11,Bhopal
CUST001584,44,Business,28137,0,35,Pune
CUST001585,22,Business,10907,0,66,Mumbai
CUST001586,49,Student,20818,0,68,Pune
CUST001587,45,Professional,12293,0,15,Mumbai
CUST001588,65,Professional,20297,0,50,Indore
CUST001589,57,Farmer,14116,0,78,Mumbai
CUST001590,59,Salaried,79442,0,76,Nagpur
CUST001591,46,Professional,38945,0,15,Pune
CUST001592,51,Farmer,29017,0,60,Nagpur
CUST001593,53,Professional,5713,1,76,Nagpur
CUST001594,30,Student,18120,0,66,Indore
CUST001595,74,Student,39799,0,46,Indore
CUST001596,28,Professional,21233,0,47,Mumbai
CUST001597,21,Farmer,72611,0,28,Indore
CUST001598,71,Professional,42873,0,21,Mumbai
CUST001599,25,Business,17042,0,79,Pune
CUST001600,43,Professional,65776,0,51,Indore
CUST001601,19,Business,18182,0,68,Mumbai
CUST001602,75,Business,83524,0,68,Nagpur
CUST001603,34,Student,68745,0,30,Nagpur
CUST001604,23,Salaried,27090,0,67,Bhopal
CUST001605,23,Farmer,7618,0,59,Mumbai
CUST001606,57,Business,25635,0,58,Mumbai
CUST001607,42,Salaried,10217,0,31,Bhopal
CUST001608,54,Business,14392,0,30,Pune
CUST001609,29,Salaried,15102,0,63,Bhopal
CUST001610,37,Professional,10163,0,46,Pune
CUST001611,25,Business,25703,0,35,Nagpur
CUST001612,57,Student,13325,0,11,Indore
CUST001613,49,Professional,18744,0,79,Nagpur
CUST001614,56,Professional,15186,0,40,Pune
CUST001615,55,Professional,30906,0,68,Indore
CUST001616,46,Salaried,29319,0,10,Pune
CUST001617,74,Farmer,17756,0,45,Mumbai
CUST001618,58,Farmer,32028,0,36,Nagpur
CUST001619,29,Business,52066,0,17,Bhopal
CUST001620,20,Business,5110,0,14,Mumbai
CUST001621,71,Farmer,14629,0,48,Bhopal
CUST001622,23,Salaried,11435,0,23,Indore
CUST001623,29,Business,13801,0,46,Mumbai
CUST001624,60,Farmer,4597,0,32,Indore
CUST001625,65,Farmer,4991,0,56,Nagpur
CUST001626,23,Student,3218,0,51,Bhopal
CUST001627,75,Professional,15524,1,18,Indore
CUST001628,71,Farmer,15239,0,18,Bhopal
CUST001629,48,Business,58211,0,25,Bhopal
CUST001630,39,Farmer,24315,0,62,Mumbai
CUST001631,31,Business,4957,0,17,Nagpur
CUST001632,54,Farmer,31438,0,21,Indore
CUST001633,64,Farmer,343989,0,46,Indore
CUST001634,56,Student,5121,0,43,Mumbai
CUST001635,54,Farmer,73665,0,55,Pune
CUST001636,57,Farmer,21335,0,73,Mumbai
CUST001637,64,Professional,16367,0,73,Pune
CUST001638,74,Farmer,14781,0,39,Bhopal
CUST001639,30,Salaried,27740,0,25,Nagpur
CUST001640,47,Salaried,16459,0,36,Mumbai
CUST001641,44,Professional,9986,0,15,Bhopal
CUST001642,40,Farmer,15142,0,37,Nagpur
CUST001643,58,Business,28308,0,46,Bhopal
CUST001644,68,Salaried,35591,0,49,Bhopal
CUST001645,50,Farmer,80340,0,51,Nagpur
CUST001646,25,Student,23591,0,53,Indore
CUST001647,64,Farmer,54562,0,13,Pune
CUST001648,30,Student,19220,0,53,Indore
CUST001649,48,Salaried,21058,0,27,Indore
CUST001650,27,Professional,20305,0,78,Bhopal
CUST001651,47,Professional,25598,0,17,Mumbai
CUST001652,37,Farmer,40473,0,50,Mumbai
CUST001653,52,Salaried,16012,0,36,Mumbai
CUST001654,61,Student,11819,0,55,Nagpur
CUST001655,27,Student,42989,0,13,Bhopal
CUST001656,42,Farmer,40669,1,31,Mumbai
CUST001657,56,Professional,61751,0,33,Mumbai
CUST001658,25,Student,14432,0,50,Nagpur
CUST001659,35,Professional,18756,0,21,Indore
CUST001660,74,Business,44249,0,57,Indore
CUST001661,71,Student,15890,0,37,Mumbai
CUST001662,37,Business,34486,0,24,Bhopal
CUST001663,68,Salaried,19276,0,35,Nagpur
CUST001664,46,Farmer,27635,0,13,Indore
CUST001665,75,Farmer,9863,0,29,Pune
CUST001666,39,Professional,23380,0,77,Bhopal
CUST001667,67,Student,2714,0,28,Nagpur
CUST001668,70,Farmer,51235,0,26,Pune
CUST001669,64,Salaried,37956,0,68,Indore
CUST001670,63,Farmer,11336,0,24,Nagpur
CUST001671,37,Salaried,74843,0,21,Bhopal
CUST001672,47,Salaried,48773,0,23,Mumbai
CUST001673,67,Student,10153,0,12,Mumbai
CUST001674,66,Student,15210,0,36,Bhopal
CUST001675,30,Business,10513,0,46,Bhopal
CUST001676,52,Student,28190,0,66,Nagpur
CUST001677,35,Business,14775,0,30,Bhopal
CUST001678,25,Salaried,5775,0,75,Nagpur
CUST001679,31,Farmer,20993,0,54,Mumbai
CUST001680,38,Student,41687,0,28,Bhopal
CUST001681,54,Business,23718,0,31,Nagpur
CUST001682,37,Farmer,32222,0,53,Mumbai
CUST001683,46,Salaried,25333,0,26,Nagpur
CUST001684,48,Salaried,36781,0,23,Indore
CUST001685,21,Salaried,26959,0,64,Indore
CUST001686,29,Farmer,20213,0,67,Mumbai
CUST001687,40,Student,23514,0,52,Pune
CUST001688,63,Farmer,63670,0,20,Indore
CUST001689,54,Business,33573,0,21,Indore
CUST001690,24,Professional,11312,0,49,Indore
CUST001691,48,Business,23254,0,38,Pune
CUST001692,73,Farmer,27831,0,43,Bhopal
CUST001693,43,Business,19758,1,52,Bhopal
CUST001694,47,Professional,5793,0,13,Nagpur
CUST001695,48,Salaried,12060,0,54,Indore
CUST001696,47,Business,16489,0,46,Bhopal
CUST001697,56,Farmer,82568,0,26,Mumbai
CUST001698,24,Professional,30953,0,23,Bhopal
CUST001699,53,Salaried,7456,0,48,Mumbai
CUST001700,47,Professional,20629,0,62,Pune
CUST001701,57,Business,55717,0,80,Pune
CUST001702,48,Professional,14639,0,18,Bhopal
CUST001703,31,Farmer,45563,0,65,Indore
CUST001704,54,Student,7604,0,79,Pune
CUST001705,29,Salaried,3033,0,72,Nagpur
CUST001706,55,Farmer,51030,0,69,Bhopal
CUST001707,53,Salaried,15927,0,66,Pune
CUST001708,37,Professional,5950,0,18,Mumbai
CUST001709,24,Farmer,16781,0,58,Bhopal
CUST001710,49,Salaried,25167,0,21,Pune
CUST001711,70,Business,30165,0,10,Pune
CUST001712,60,Business,3859,0,67,Mumbai
CUST001713,36,Professional,13894,0,67,Pune
CUST001714,31,Student,22954,0,48,Mumbai
CUST001715,68,Student,30115,0,65,Bhopal
CUST001716,23,Farmer,11227,0,11,Mumbai
CUST001717,50,Professional,19060,0,26,Bhopal
CUST001718,21,Student,14609,0,80,Nagpur
CUST001719,18,Farmer,25769,0,55,Nagpur
CUST001720,73,Student,49580,0,13,Pune
CUST001721,45,Farmer,17406,0,60,Bhopal
CUST001722,63,Professional,8432,0,61,Indore
CUST001723,45,Farmer,13405,0,37,Pune
CUST001724,48,Business,74195,0,34,Mumbai
CUST001725,42,Student,12091,0,63,Pune
CUST001726,36,Business,9494,0,27,Nagpur
CUST001727,22,Salaried,16697,0,28,Indore
CUST001728,60,Professional,20632,0,27,Nagpur
CUST001729,26,Professional,15206,0,68,Mumbai
CUST001730,45,Farmer,7630,0,33,Indore
CUST001731,50,Professional,27587,0,80,Indore
CUST001732,42,Student,25788,0,38,Pune
CUST001733,45,Farmer,35771,0,10,Mumbai
